Documento;Perplejidad;Burstiness;TTR;MTTR;Hapax_Ratio;Yule_K;MLS;CV_MLS;Flesch_Kincaid;FK_Varianza;Coherencia_Sem;Coherencia_Var;Ratio_Func_Cont;Clasificacion;Probabilidad_Humano
02bd148a-083d-484c-8425-d9e4fa341338;142.66;0.215;0.711;0.820;59.0%;180.00;12.0;0.215;25.5;422.546;0.201;0.022;0.458;IA;60.0%
02c03faa-a0c6-4f31-b484-bc30f69c4cce;83.78;0.368;0.645;0.785;55.0%;152.74;26.4;0.368;15.7;214.241;0.290;0.024;0.469;HUMANO;85.0%
02cbf5bc-6bf9-4cbc-b486-9de457ce777f;141.06;0.533;0.676;0.840;58.6%;136.35;18.7;0.533;17.9;572.250;0.289;0.016;0.423;HUMANO;95.0%
02cc7f86-0d3b-4c34-b9d9-d9a97aaef409;140.05;0.170;0.636;0.807;52.5%;148.45;22.4;0.170;5.8;216.781;0.373;0.014;0.455;IA;60.0%
02cf4bf1-5a0a-4bf9-ae5b-0b1fa61fa7e6;86.91;0.219;0.677;0.820;54.8%;116.55;17.9;0.219;19.7;158.817;0.326;0.028;0.381;HUMANO;60.0%
02ddb4a4-a4b4-4b95-b861-64c48386b12f;91.09;0.273;0.706;0.810;59.5%;134.79;21.2;0.273;16.9;425.647;0.401;0.045;0.437;HUMANO;65.0%
02e334a7-21d5-4d0b-a8f0-5111d737d66c;136.40;0.386;0.636;0.785;52.2%;136.44;15.1;0.386;25.5;845.413;0.221;0.031;0.464;HUMANO;85.0%
02e92a74-4bfb-4228-a388-d4711bc84539;126.86;0.320;0.661;0.800;54.6%;142.03;19.3;0.320;20.0;121.854;0.329;0.034;0.443;HUMANO;75.0%
02ed492a-bddc-4fb6-8003-04a04da8b18e;128.19;0.382;0.616;0.747;50.5%;177.84;19.5;0.382;23.5;202.580;0.329;0.052;0.447;HUMANO;85.0%
02eeb1b3-294c-4aa5-988a-afab0b9337fd;109.54;0.455;0.703;0.840;58.6%;123.66;21.0;0.455;15.7;811.867;0.253;0.037;0.407;HUMANO;95.0%
02f1154e-258f-4764-a2fd-01ed8c402777;87.97;0.432;0.620;0.812;51.6%;144.22;18.6;0.432;19.8;1199.012;0.338;0.030;0.426;HUMANO;95.0%
02f39d88-a3a0-40fe-859c-b85bb916bbf2;137.21;0.472;0.711;0.847;61.1%;115.79;17.5;0.472;22.6;505.506;0.235;0.029;0.389;HUMANO;95.0%
02f7962d-dd32-45b1-b759-9301b8b12ae9;89.85;0.411;0.659;0.813;50.3%;115.46;16.8;0.411;13.1;529.551;0.319;0.018;0.419;HUMANO;95.0%
0301f542-b112-4080-b3a6-cad2e39a31b3;141.05;0.497;0.642;0.820;53.9%;121.11;14.9;0.497;27.5;261.065;0.243;0.020;0.436;HUMANO;95.0%
03049303-7ab1-43d9-a111-d9b5010cb278;108.11;0.486;0.643;0.780;52.6%;168.66;16.0;0.486;20.9;801.850;0.240;0.042;0.442;HUMANO;95.0%
0305ecb3-9db7-413e-be2c-e7719e5cff1d;141.28;0.675;0.676;0.787;56.2%;114.54;11.6;0.675;12.6;2080.634;0.298;0.011;0.384;HUMANO;95.0%
0309f786-fe71-4c94-ae76-0d3f84294ca9;112.06;0.330;0.684;0.773;58.9%;129.09;19.3;0.330;14.5;723.329;0.321;0.016;0.400;HUMANO;75.0%
030ab475-c742-460a-a948-9ec53753eff9;111.03;0.582;0.646;0.805;53.3%;110.98;19.3;0.582;18.4;198.747;0.318;0.006;0.428;HUMANO;95.0%
0313baac-747d-48ec-8075-479508030f47;43.24;0.507;0.654;0.767;51.0%;171.73;19.6;0.507;18.3;1103.209;0.297;0.077;0.405;HUMANO;80.0%
031bf652-3aad-4e06-af14-13bad9e222de;74.37;0.183;0.583;0.785;44.6%;118.40;22.1;0.183;6.2;427.340;0.396;0.046;0.421;IA;50.0%
031cc8da-8842-4cbf-a54f-f8d348822f5c;84.35;0.335;0.614;0.790;48.2%;157.44;17.2;0.335;19.8;523.294;0.241;0.023;0.414;HUMANO;75.0%
031d5dd7-ccae-4634-aae4-b1427c4e83e8;115.74;0.324;0.640;0.836;54.4%;122.24;19.5;0.324;22.2;262.886;0.321;0.043;0.420;HUMANO;75.0%
03205bfa-39d2-4417-a267-4d1027c441c2;53.17;0.455;0.604;0.780;46.4%;168.01;19.2;0.455;23.7;915.683;0.336;0.013;0.401;HUMANO;95.0%
032bdb94-1d39-4e76-beb0-18440dcde0d8;190.55;0.384;0.695;0.847;59.4%;119.56;19.8;0.384;4.3;184.600;0.409;0.021;0.340;HUMANO;70.0%
032c3dd8-d952-454e-b770-1e79a574fef2;62.62;0.349;0.578;0.785;43.4%;129.33;19.0;0.349;11.8;722.423;0.453;0.034;0.406;HUMANO;65.0%
032d345a-f6fc-4302-b567-8b2cc89f3e40;166.76;0.317;0.663;0.813;55.8%;129.42;18.1;0.317;17.2;187.941;0.358;0.026;0.425;HUMANO;60.0%
0331859f-d9d7-4f19-b335-10c3b38b1cc8;113.74;0.308;0.639;0.820;48.9%;94.32;14.8;0.308;15.3;1148.687;0.176;0.015;0.396;HUMANO;75.0%
03340a03-d501-4fea-88a7-64e7e42956c4;103.06;0.482;0.626;0.830;51.9%;108.65;17.4;0.482;11.4;414.140;0.281;0.012;0.451;HUMANO;95.0%
03371fe8-f209-40b1-9acf-db2cb092ca4d;86.18;0.301;0.657;0.795;57.2%;142.92;18.9;0.301;24.4;561.714;0.339;0.038;0.445;HUMANO;75.0%
033a6cc2-2bde-45cb-8658-82dd33bdb939;193.73;0.395;0.596;0.795;47.3%;138.28;19.3;0.395;12.0;670.099;0.325;0.020;0.429;HUMANO;60.0%
033f142d-91d9-4dd1-a21f-f161ed15ec76;79.35;0.596;0.646;0.780;50.6%;127.16;13.8;0.596;26.9;1331.020;0.318;0.024;0.463;HUMANO;95.0%
0345f750-63db-4439-bcb6-31f1014a6ce2;78.70;0.648;0.658;0.820;54.8%;115.04;19.0;0.648;13.2;386.527;0.277;0.028;0.430;HUMANO;95.0%
0347dcae-08bb-4349-8489-b2a9ea88a0d1;77.54;0.235;0.652;0.780;55.1%;187.99;20.1;0.235;18.4;94.423;0.281;0.004;0.464;IA;60.0%
034a83ed-1635-4923-ac98-b65c1c380d2a;135.53;0.186;0.704;0.840;59.7%;87.29;17.1;0.186;9.1;461.137;0.293;0.025;0.392;HUMANO;60.0%
034c0362-e9b7-45e0-8907-b9f5762d6204;99.40;0.341;0.656;0.787;56.5%;188.06;22.1;0.341;22.8;483.309;0.172;0.021;0.448;HUMANO;75.0%
034fffb5-aff3-4863-8418-8453266157b0;71.10;0.363;0.627;0.830;52.1%;111.11;20.9;0.363;7.9;552.504;0.343;0.024;0.400;HUMANO;85.0%
0351099b-8790-4bd3-a2ee-20ca8ab367ca;187.92;0.398;0.664;0.795;57.1%;206.42;19.9;0.398;22.8;399.643;0.363;0.020;0.396;HUMANO;70.0%
03537158-7e49-42b2-911e-4ac2234f1704;103.82;0.463;0.683;0.840;56.3%;99.68;18.7;0.463;7.6;307.052;0.342;0.018;0.401;HUMANO;95.0%
035d669f-c6cf-4bea-8e41-ab97f1a8fd44;67.62;0.424;0.653;0.827;52.1%;114.13;17.5;0.424;22.1;252.169;0.251;0.029;0.432;HUMANO;95.0%
035e74f1-9520-4f67-acad-c659dc49fca9;116.50;0.537;0.659;0.830;54.3%;126.28;18.9;0.537;24.2;595.270;0.304;0.023;0.399;HUMANO;95.0%
0362546f-8d07-4d46-a323-41bed6112fd2;123.62;0.355;0.653;0.827;53.8%;133.33;18.4;0.355;22.3;766.795;0.294;0.015;0.437;HUMANO;85.0%
0366a837-30f8-4356-82c6-de5a6867ed8b;70.47;0.312;0.647;0.833;50.0%;116.38;26.4;0.312;5.0;382.340;0.422;0.039;0.446;HUMANO;75.0%
036e2167-db17-468b-9b22-c5c8f76c8c15;84.11;0.384;0.643;0.800;52.6%;161.39;19.8;0.384;9.6;206.439;0.257;0.018;0.459;HUMANO;85.0%
036e952b-f6d6-40ec-b1bb-19b53797e612;74.58;0.349;0.567;0.815;42.4%;129.31;21.0;0.349;21.1;466.628;0.433;0.044;0.390;HUMANO;65.0%
03711c5c-fef4-40a6-8668-60f46437908f;65.10;0.405;0.630;0.770;50.4%;183.26;17.1;0.405;25.2;814.892;0.252;0.017;0.481;HUMANO;95.0%
0372ce57-fb8a-47c3-b138-2f70e39e52c4;124.34;0.395;0.623;0.815;48.1%;127.43;15.5;0.395;17.0;499.601;0.356;0.021;0.407;HUMANO;85.0%
037443ff-18d5-4d69-b6a4-ffd68e1a49f1;68.52;0.315;0.543;0.745;39.4%;176.59;17.8;0.315;25.9;724.066;0.347;0.009;0.457;IA;65.0%
03750b1e-9546-43a6-97b1-e4ffa27b81f8;94.22;0.327;0.692;0.853;58.7%;136.56;21.9;0.327;26.6;221.836;0.332;0.023;0.384;HUMANO;75.0%
03752516-6b52-4e1c-994c-9d349d1261fb;128.92;0.295;0.661;0.815;56.9%;135.50;18.8;0.295;10.7;416.883;0.308;0.017;0.410;HUMANO;65.0%
03763a4f-5f5f-4a6b-93e7-1ac473982ed1;109.23;0.603;0.642;0.800;54.9%;150.90;15.9;0.603;26.8;393.430;0.194;0.028;0.446;HUMANO;95.0%
0378969d-ab94-428f-b564-c3424d7ac68c;101.09;0.355;0.682;0.847;54.5%;108.47;22.2;0.355;13.8;65.882;0.338;0.024;0.398;HUMANO;85.0%
037de1b5-6f06-4e6b-92bf-be4b61195129;76.99;0.461;0.628;0.795;52.4%;136.05;21.4;0.461;23.2;621.408;0.305;0.019;0.455;HUMANO;95.0%
037e5143-2407-454c-8520-85b3510ead0d;88.40;0.435;0.625;0.823;50.5%;106.88;16.1;0.435;12.1;1100.435;0.295;0.021;0.401;HUMANO;95.0%
0382aada-0c5e-4030-9d13-108a5c4fb9e9;207.49;0.251;0.638;0.813;52.6%;147.33;16.5;0.251;12.8;446.057;0.323;0.024;0.434;HUMANO;40.0%
0383b07b-25bc-4a47-9c6c-cd8e80710ef0;185.51;0.205;0.750;0.860;64.9%;86.74;21.4;0.205;15.3;177.124;0.309;0.034;0.385;IA;45.0%
0388f5a1-354b-4ccf-9ab5-b6b9c876012c;142.65;0.361;0.715;0.847;60.9%;109.64;22.1;0.361;9.2;1417.254;0.332;0.023;0.364;HUMANO;85.0%
0389d1cc-cbb0-4760-91f0-0953fa161e8c;131.93;0.372;0.639;0.800;54.5%;146.99;16.0;0.372;23.6;395.149;0.312;0.016;0.438;HUMANO;85.0%
038a813e-bba9-4a01-b551-c5bb69339cfc;192.19;0.369;0.636;0.848;52.9%;130.15;17.6;0.369;11.0;635.780;0.268;0.017;0.387;HUMANO;70.0%
038b3047-2b7a-4c12-be9f-09e6b20502da;136.97;0.240;0.751;0.860;67.5%;88.23;21.4;0.240;-3.4;417.686;0.339;0.007;0.379;IA;60.0%
0390e36b-9ebc-41a9-982a-c8a1ed7e298e;62.92;0.377;0.563;0.740;39.9%;153.82;20.0;0.377;22.1;785.411;0.405;0.013;0.411;IA;75.0%
0392ea6c-a1b0-4d29-8839-2f3b02239193;63.29;0.354;0.622;0.820;48.9%;137.41;19.7;0.354;12.7;722.825;0.298;0.016;0.395;HUMANO;85.0%
039aa13e-e8c8-45dd-b709-7b622ffb0331;142.87;0.305;0.672;0.833;55.4%;131.51;19.9;0.305;-4.2;335.303;0.315;0.018;0.412;HUMANO;75.0%
03aff385-d638-469d-bf3a-698a01697600;78.98;0.370;0.617;0.796;50.2%;148.56;20.5;0.370;17.7;285.775;0.371;0.020;0.395;HUMANO;85.0%
03b1f7bf-a436-4476-b296-6c4661fcd823;85.66;0.372;0.645;0.816;54.2%;126.66;21.5;0.372;16.7;717.478;0.258;0.012;0.442;HUMANO;85.0%
03b23b6d-56d8-4d45-91b8-ba668972f390;86.40;0.518;0.643;0.795;51.7%;180.63;15.0;0.518;24.5;420.191;0.302;0.015;0.401;HUMANO;95.0%
03b64933-fc77-4f37-b2ff-c96fbd144f8f;118.67;0.319;0.678;0.840;56.6%;140.24;17.7;0.319;26.3;349.216;0.337;0.045;0.408;HUMANO;75.0%
03cb7dce-0514-48a2-a724-1d7cb45dbc25;153.47;0.236;0.665;0.807;55.7%;165.04;22.9;0.236;25.0;303.508;0.349;0.015;0.443;IA;45.0%
03d4339e-2cbd-48e6-82b6-c52de00ccd39;98.65;0.192;0.633;0.835;50.7%;126.96;21.2;0.192;22.9;895.318;0.316;0.014;0.425;HUMANO;60.0%
03d8cc18-10ce-4840-bedb-cd04e1b94b04;82.90;0.390;0.627;0.812;53.4%;159.84;16.2;0.390;31.1;787.007;0.279;0.038;0.455;HUMANO;85.0%
03dcb656-41b0-40a3-9d93-80109b0f33d1;166.77;0.329;0.660;0.820;56.5%;154.05;17.6;0.329;21.2;395.908;0.305;0.039;0.440;HUMANO;60.0%
03de2190-ad3c-4a3f-be75-30d9fd338050;104.39;0.295;0.660;0.810;56.5%;131.50;20.3;0.295;7.9;457.400;0.393;0.023;0.390;HUMANO;65.0%
03e87e24-8bb8-4b1b-905d-78c7f37ad88f;80.46;0.267;0.636;0.767;51.9%;185.19;27.2;0.267;12.1;108.942;0.193;0.031;0.469;HUMANO;65.0%
03e8e44b-e5c6-4447-bfd2-1ad4615061d4;124.36;0.575;0.613;0.780;48.4%;162.67;15.7;0.575;22.5;929.952;0.373;0.032;0.424;HUMANO;95.0%
03e8ea41-cb37-43a8-9dc9-db33a85a39b7;94.69;0.270;0.617;0.795;49.8%;128.20;16.3;0.270;23.4;643.710;0.332;0.026;0.404;HUMANO;65.0%
03fa9390-0c61-4815-90e2-70a8d520a162;174.22;0.286;0.684;0.870;57.4%;98.76;19.1;0.286;13.5;339.819;0.401;0.027;0.373;HUMANO;50.0%
04007ed9-4f9b-4697-9174-b0404ed78ce7;147.32;0.168;0.692;0.827;58.0%;141.45;24.3;0.168;11.0;424.651;0.288;0.014;0.396;HUMANO;60.0%
0406008e-c4d1-4a05-9d5a-966285a65b13;106.53;0.240;0.691;0.800;59.1%;123.42;19.1;0.240;16.0;352.313;0.292;0.019;0.470;IA;60.0%
040655cc-9599-429c-a0d0-0e3b5d79ba4a;143.05;0.442;0.688;0.827;58.3%;107.07;20.8;0.442;23.7;437.823;0.320;0.011;0.402;HUMANO;95.0%
040671f5-b034-42d2-ba3e-e91d64c7f32b;94.84;0.310;0.620;0.832;50.9%;140.79;19.9;0.310;10.2;1839.287;0.288;0.012;0.402;HUMANO;75.0%
040830a3-8cf0-43f0-a155-1c553e0a693f;104.18;0.528;0.596;0.775;49.3%;173.43;17.5;0.528;26.9;562.584;0.288;0.024;0.458;HUMANO;85.0%
0409ff8d-9051-4990-bc97-2eda8df37bed;140.91;0.559;0.702;0.827;60.2%;145.06;18.2;0.559;12.4;94.366;0.304;0.013;0.379;HUMANO;95.0%
0419c02f-de03-4d9b-bbac-069745598a9e;117.71;0.386;0.701;0.873;59.3%;87.15;15.2;0.386;20.5;1030.938;0.244;0.024;0.418;HUMANO;85.0%
0420c1b5-3b4b-4ef5-97cf-9d828bfc98a2;167.16;0.310;0.684;0.887;55.9%;106.61;16.2;0.310;20.3;457.252;0.260;0.020;0.401;HUMANO;60.0%
0425030a-9488-40b0-8a30-43876e24dba6;99.49;0.324;0.677;0.810;55.9%;137.64;21.3;0.324;17.8;264.182;0.326;0.011;0.457;HUMANO;75.0%
04291d79-cf52-4afd-8da7-0b491cef8044;83.20;0.372;0.653;0.820;51.0%;115.69;21.3;0.372;15.9;751.258;0.467;0.033;0.456;HUMANO;85.0%
042bb2f1-44ed-4d06-ae0e-dea856d4dbea;170.02;0.349;0.632;0.790;54.2%;149.96;12.9;0.349;31.9;881.211;0.213;0.031;0.448;HUMANO;60.0%
0431e7e1-173c-4f35-813d-392f8be86d80;95.33;0.340;0.694;0.820;59.0%;121.62;15.9;0.340;26.2;651.208;0.253;0.019;0.393;HUMANO;75.0%
0437386e-f9da-4e0b-8b10-d5160c4f7a72;145.73;0.302;0.697;0.847;57.9%;102.04;18.0;0.302;11.7;565.615;0.328;0.014;0.395;HUMANO;75.0%
04390e01-2919-4452-8656-b743870881c1;52.62;0.260;0.555;0.740;43.7%;218.31;26.5;0.260;18.3;270.126;0.340;0.026;0.475;IA;55.0%
043bdc46-c312-4e21-b2ac-13e4d6a7f202;86.24;0.407;0.701;0.830;60.3%;107.22;24.9;0.407;5.2;266.732;0.431;0.032;0.406;HUMANO;95.0%
043ec583-b15a-49c6-a970-7d7e65bba85f;97.12;0.356;0.616;0.810;49.8%;151.33;23.9;0.356;15.9;77.026;0.355;0.006;0.447;HUMANO;85.0%
043f97fc-045e-426f-80cf-b368ae93e15f;143.09;0.387;0.693;0.820;59.8%;148.93;15.9;0.387;12.3;933.241;0.250;0.009;0.381;HUMANO;85.0%
0443aae7-9f47-4340-af1f-bba31755112e;96.51;0.351;0.579;0.784;46.9%;152.50;17.1;0.351;21.8;1124.661;0.273;0.037;0.472;HUMANO;75.0%
04466e6b-eca7-46c2-bd37-1977fe068e1a;93.67;0.315;0.617;0.785;51.2%;181.77;21.1;0.315;29.4;212.287;0.264;0.027;0.445;HUMANO;75.0%
0447ec51-d631-40ef-88ab-d2c37ad632dc;116.60;0.227;0.681;0.833;58.5%;110.91;19.1;0.227;18.2;371.276;0.279;0.011;0.426;HUMANO;60.0%
044a379b-11b2-46c7-8592-1e36a588fd5e;160.57;0.500;0.663;0.840;52.6%;102.56;15.2;0.500;12.4;1346.626;0.300;0.022;0.383;HUMANO;80.0%
044abdb2-0e2e-40b6-a804-ba35762198d9;223.25;0.271;0.680;0.840;56.2%;102.26;18.2;0.271;22.2;291.579;0.310;0.024;0.371;HUMANO;40.0%
044ac348-d298-4a92-a1ce-52d58a758150;88.91;0.316;0.673;0.855;56.1%;111.36;21.5;0.316;12.3;907.039;0.330;0.016;0.416;HUMANO;75.0%
0454e4b2-d9bb-42aa-8b97-a8317f7e77ef;76.50;0.430;0.652;0.827;52.7%;129.37;17.3;0.430;33.6;374.371;0.263;0.020;0.429;HUMANO;95.0%
045578e2-902c-43a7-a8a4-fcd394145e04;254.07;0.157;0.707;0.867;59.2%;95.79;19.4;0.157;-1.0;373.902;0.342;0.016;0.345;IA;35.0%
0456541e-a459-404e-aebb-ab5426b4e265;58.09;0.444;0.646;0.805;54.2%;169.99;19.5;0.444;21.1;365.148;0.290;0.019;0.429;HUMANO;95.0%
045871e0-395a-4547-bfdd-20546d63c4ec;122.56;0.419;0.642;0.815;53.0%;146.77;19.8;0.419;20.5;996.449;0.256;0.020;0.397;HUMANO;95.0%
0463ef86-2a55-45ee-94e8-c849dc43a862;106.63;0.323;0.674;0.825;55.4%;139.33;15.2;0.323;21.8;802.690;0.279;0.018;0.351;HUMANO;75.0%
046417cf-4592-4758-9475-c3c69a645dd9;77.18;0.623;0.610;0.773;48.6%;145.55;14.0;0.623;34.8;758.287;0.377;0.036;0.475;HUMANO;95.0%
046cdd5c-8c79-42c3-8749-2dbe08616dc3;97.43;0.336;0.662;0.760;52.7%;150.66;18.6;0.336;12.9;383.499;0.317;0.034;0.419;HUMANO;75.0%
046ec5b9-899f-47f9-b6f0-969eee604011;74.24;0.449;0.663;0.800;56.3%;122.99;21.4;0.449;15.4;192.620;0.331;0.019;0.400;HUMANO;95.0%
0472cf7e-c28d-415b-a9cb-a6eaef1ea47c;177.32;0.398;0.616;0.795;50.4%;162.01;13.3;0.398;30.2;964.784;0.341;0.026;0.418;HUMANO;70.0%
04731c99-e282-40b9-85b4-f84858acfeff;125.57;0.292;0.695;0.833;58.6%;107.68;22.4;0.292;13.2;404.009;0.282;0.023;0.397;HUMANO;65.0%
0473ee34-046c-42c0-a42a-44d246948ddc;141.13;0.324;0.577;0.745;46.0%;206.58;24.2;0.324;27.1;220.037;0.359;0.030;0.448;HUMANO;65.0%
0473f947-8466-4f1f-9a52-2d9ea32ab459;119.22;0.346;0.648;0.835;53.8%;122.00;19.6;0.346;10.6;464.955;0.296;0.010;0.429;HUMANO;75.0%
04747aa0-b648-4f1e-aa79-6a24f738eb9b;132.65;0.316;0.615;0.820;48.1%;115.98;23.9;0.316;22.7;416.348;0.418;0.011;0.438;HUMANO;75.0%
0474a9b1-2f43-48d4-816b-71ab99d73980;104.87;0.523;0.592;0.788;47.2%;127.26;17.9;0.523;22.8;432.409;0.345;0.017;0.408;HUMANO;85.0%
047dbcb7-3bfe-4abc-9ab5-a699a177ef9b;85.88;0.476;0.591;0.805;48.4%;157.92;18.2;0.476;28.1;315.428;0.283;0.032;0.484;HUMANO;85.0%
047f630d-b437-4846-bbe8-fe58c3523cf3;146.11;0.449;0.671;0.815;56.5%;116.17;12.8;0.449;17.2;998.890;0.311;0.022;0.394;HUMANO;95.0%
04824a2e-b65c-4a80-a223-5588600bcc93;132.30;0.443;0.743;0.860;64.6%;94.04;22.5;0.443;4.1;462.882;0.245;0.026;0.360;HUMANO;95.0%
048ce29b-e4ca-42e7-9b29-a8e4cd3a218a;158.89;0.282;0.661;0.807;54.0%;136.74;19.3;0.282;13.6;727.195;0.295;0.049;0.425;HUMANO;50.0%
0494ecdc-1fda-4347-9fa3-ffc660841d10;121.39;0.472;0.694;0.853;58.7%;97.88;18.2;0.472;22.0;398.142;0.293;0.018;0.362;HUMANO;95.0%
0494fe60-cc76-45d7-9d9c-b9bf75e5b63a;90.55;0.436;0.707;0.827;63.0%;109.88;14.4;0.436;19.1;910.036;0.202;0.015;0.408;HUMANO;95.0%
049ae81d-1767-402d-86f2-a89edab3fe00;107.41;0.591;0.712;0.847;59.5%;98.25;14.2;0.591;20.0;577.331;0.243;0.017;0.379;HUMANO;95.0%
04a00782-fe3e-474f-8e23-266d0e6ce223;172.32;0.351;0.645;0.813;49.7%;124.87;17.4;0.351;14.2;488.200;0.288;0.018;0.445;HUMANO;70.0%
04a09c0a-7c77-4526-bfae-d2e222d50e45;76.76;0.283;0.601;0.816;47.3%;142.76;19.8;0.283;17.3;832.089;0.256;0.027;0.418;HUMANO;65.0%
04a50570-b918-4197-a193-b8e14fc6187d;191.65;0.288;0.686;0.813;57.7%;139.23;21.9;0.288;13.0;411.519;0.351;0.015;0.402;HUMANO;50.0%
04ab0b57-a4b6-49b0-8770-ce9ccde13066;61.07;0.339;0.531;0.735;40.2%;197.34;19.6;0.339;24.8;274.792;0.375;0.019;0.488;IA;65.0%
04c438a3-c9b5-4bd3-a657-4445cea7c436;88.51;0.378;0.638;0.780;54.1%;148.14;18.5;0.378;19.2;290.260;0.353;0.027;0.408;HUMANO;85.0%
04ca108b-ed00-42c9-8931-e554a5bc28f2;73.18;0.243;0.595;0.773;43.9%;159.71;17.6;0.243;27.9;420.876;0.464;0.017;0.439;IA;50.0%
04cfd0ad-975d-4a6e-8499-6994e511bf54;126.57;0.346;0.755;0.880;63.8%;73.02;18.3;0.346;-5.3;1116.529;0.307;0.025;0.313;HUMANO;75.0%
04d02da8-7f05-4b87-8555-90ad185a1b3a;81.54;0.486;0.639;0.807;51.4%;143.93;17.2;0.486;30.2;531.353;0.286;0.021;0.437;HUMANO;95.0%
04d1f911-7a23-4989-9983-f05fe66f9914;115.42;0.395;0.676;0.840;54.3%;118.43;18.8;0.395;24.1;433.194;0.298;0.010;0.374;HUMANO;85.0%
04d29d86-b5ab-40fb-920b-d39d7745c314;158.22;0.440;0.692;0.827;58.9%;110.45;14.5;0.440;14.4;202.692;0.328;0.015;0.405;HUMANO;80.0%
04d2c9e7-ec8a-47e3-837f-b850f96dedbf;130.22;0.463;0.648;0.820;53.3%;143.99;18.8;0.463;9.6;320.613;0.298;0.025;0.424;HUMANO;95.0%
04d619a9-6b51-44f9-b008-60b2a816284c;93.95;0.547;0.680;0.810;57.5%;121.95;21.2;0.547;24.5;496.651;0.300;0.014;0.372;HUMANO;95.0%
04d6a5cb-73d2-475c-8e5d-04bfa4fd2645;90.64;0.417;0.600;0.760;47.8%;196.07;19.0;0.417;20.8;1256.352;0.292;0.007;0.468;HUMANO;95.0%
04e8dc9c-099f-4222-9e98-d88538423a28;144.14;0.444;0.699;0.807;60.3%;125.74;17.3;0.444;7.2;549.104;0.373;0.041;0.378;HUMANO;95.0%
04eb2fd5-afb4-4b1d-95aa-3b17a3111613;113.52;0.377;0.714;0.820;60.9%;169.60;19.4;0.377;12.9;113.889;0.175;0.030;0.406;HUMANO;85.0%
04ebd026-ec13-4e72-b30d-0200ac93c077;133.68;0.326;0.598;0.775;48.1%;164.64;15.7;0.326;32.1;440.984;0.294;0.035;0.435;HUMANO;65.0%
04ec31e8-4f86-4f3f-a643-29847d098803;156.37;0.253;0.755;0.913;64.4%;67.00;20.8;0.253;-7.6;404.257;0.427;0.011;0.344;IA;50.0%
04f1e424-331c-4859-b41e-53f314da6d34;61.91;0.276;0.586;0.755;46.3%;193.16;22.8;0.276;16.6;628.646;0.440;0.021;0.453;IA;55.0%
04fb5e53-5484-4d8c-bc56-c3e5319684a6;144.14;0.419;0.619;0.808;50.5%;111.95;17.8;0.419;23.5;1111.293;0.284;0.015;0.406;HUMANO;95.0%
04ff5e2d-0d1d-4f8b-bab6-43ab5ef1956a;101.32;0.322;0.544;0.790;42.7%;206.49;18.3;0.322;30.6;421.436;0.352;0.041;0.472;IA;65.0%
0505c533-2b1e-46aa-8078-211ec589ddd0;144.12;0.435;0.632;0.800;51.9%;126.82;17.9;0.435;22.0;771.885;0.320;0.021;0.434;HUMANO;95.0%
050c009c-7547-4158-8b70-fc9eddca5b5a;143.61;0.378;0.676;0.840;56.3%;121.23;16.7;0.378;9.4;482.238;0.298;0.030;0.385;HUMANO;85.0%
050c882f-19e0-49f6-8868-a481cea3021b;186.75;0.262;0.692;0.875;59.4%;88.09;22.6;0.262;7.6;177.834;0.372;0.014;0.384;HUMANO;50.0%
050fdb5a-6d04-456e-a880-a3d927337738;109.08;0.393;0.660;0.815;54.4%;121.90;17.4;0.393;19.8;592.037;0.186;0.029;0.411;HUMANO;85.0%
0510269f-69e7-4596-8e2a-7e81d0382304;93.50;0.512;0.671;0.820;56.1%;130.13;15.2;0.512;16.7;1090.281;0.269;0.033;0.451;HUMANO;95.0%
0515afd9-bc94-4547-a3fc-4009ba9a0c49;81.94;0.497;0.639;0.836;52.0%;132.91;18.3;0.497;22.0;812.586;0.322;0.025;0.389;HUMANO;95.0%
05166b89-95be-41a4-b372-84bd851abe3c;60.35;0.532;0.615;0.780;48.1%;132.69;23.8;0.532;11.3;215.579;0.390;0.021;0.401;HUMANO;95.0%
052b5ffb-098c-4194-bba5-8e32ba3c830e;99.49;0.424;0.708;0.807;62.9%;135.72;17.8;0.424;19.1;220.945;0.306;0.039;0.371;HUMANO;95.0%
052be51f-4c9d-4101-8ea0-036ee79e8713;125.11;0.403;0.673;0.800;56.4%;138.89;15.7;0.403;19.4;605.228;0.299;0.043;0.462;HUMANO;95.0%
05331116-9c6d-4300-a942-5ae5248f1f10;143.21;0.337;0.618;0.805;50.0%;177.27;15.1;0.337;22.7;839.146;0.204;0.023;0.427;HUMANO;75.0%
05356b67-5a7d-49b4-a943-c28b5966ae3c;139.06;0.327;0.684;0.800;58.6%;176.38;16.9;0.327;18.6;148.920;0.225;0.019;0.444;HUMANO;75.0%
053912c2-c614-4517-adc3-4f0e12cb2af8;81.42;0.268;0.681;0.787;58.9%;145.28;20.9;0.268;9.9;672.784;0.419;0.036;0.411;HUMANO;65.0%
0540398f-0ed7-4b40-a069-e7959c5ea6ea;85.50;0.404;0.645;0.767;52.4%;153.14;20.9;0.404;7.8;207.299;0.472;0.018;0.428;HUMANO;95.0%
0542003b-1dbd-4b3b-93b3-e52f360b31bc;68.36;0.391;0.596;0.790;46.9%;161.70;22.4;0.391;13.3;545.003;0.351;0.035;0.433;HUMANO;75.0%
